,Magnitude,Place,Datetime,Depth
20243,4.4,null,2021-02-05 16:32:07 (UTC),10.0 km
20244,4.5,"117 km NE of Hihifo, Tonga",2021-02-05 16:30:35 (UTC),10.0 km
20245,3.7,"6 km WNW of Lucien, Oklahoma",2021-02-05 16:17:37 (UTC),6.6 km
20246,3.5,"5 km WNW of Lucien, Oklahoma",2021-02-05 16:16:56 (UTC),6.7 km
20247,5.3,southeast of the Loyalty Islands,2021-02-05 15:41:34 (UTC),10.0 km
20248,5.2,"9 km SSW of Vahan, Armenia",2021-02-05 15:36:11 (UTC),12.8 km
20249,2.5,northern Alaska,2021-02-05 15:20:40 (UTC),7.8 km
20250,2.7,"30 km WNW of Adak, Alaska",2021-02-05 14:35:38 (UTC),13.3 km
20251,2.6,"167 km W of Ferndale, California",2021-02-05 14:34:53 (UTC),11.9 km
20252,4.2,"97 km W of San Antonio de los Cobres, Argentina",2021-02-05 13:22:18 (UTC),191.6 km
20253,4.8,Nicaragua,2021-02-05 12:29:34 (UTC),149.6 km
20254,4.4,south of the Fiji Islands,2021-02-05 11:55:27 (UTC),554.1 km
20255,4.7,"83 km ENE of Taunggyi, Myanmar",2021-02-05 11:47:47 (UTC),10.0 km
20256,4.3,"115 km W of San Antonio de los Cobres, Argentina",2021-02-05 11:25:26 (UTC),202.7 km
20257,4.5,"Mindanao, Philippines",2021-02-05 11:14:44 (UTC),38.7 km
20258,2.5,"20 km NW of Stanley, Idaho",2021-02-05 10:33:23 (UTC),10.0 km
20259,4.3,"59 km NE of Oxapampa, Peru",2021-02-05 10:08:11 (UTC),113.0 km
20260,4.4,"206 km SE of Pondaguitan, Philippines",2021-02-05 10:06:54 (UTC),100.5 km
20261,4.1,"Komandorskiye Ostrova, Russia region",2021-02-05 09:24:06 (UTC),10.0 km
20262,4.7,"71 km S of Bengkulu, Indonesia",2021-02-05 09:07:57 (UTC),52.3 km
20263,3.2,"4 km ESE of Maria Antonia, Puerto Rico",2021-02-05 08:10:01 (UTC),11.0 km
20264,4.4,"9 km NW of Cepitá, Colombia",2021-02-05 07:53:34 (UTC),156.3 km
20265,2.6,"15 km SE of Fern Forest, Hawaii",2021-02-05 07:17:25 (UTC),4.1 km
20266,4.7,"158 km NNE of Kimbe, Papua New Guinea",2021-02-05 07:07:54 (UTC),443.2 km
20267,3.5,"24 km WNW of Stanley, Idaho",2021-02-05 07:05:40 (UTC),13.1 km
20268,3.0,"205 km SSE of Unalaska, Alaska",2021-02-05 06:19:48 (UTC),10.0 km
20269,4.7,"56 km NNE of Yigo Village, Guam",2021-02-05 05:23:06 (UTC),122.8 km
20270,3.0,"103 km SW of Adak, Alaska",2021-02-05 05:03:52 (UTC),29.8 km
20271,4.4,null,2021-02-05 02:45:11 (UTC),10.0 km
20272,4.3,"133 km NW of Luwuk, Indonesia",2021-02-05 02:37:33 (UTC),280.8 km
20300,4.4,"241 km ENE of Lospalos, Timor Leste",2021-02-05 02:19:55 (UTC),138.4 km
20301,4.4,"189 km NNW of Amahai, Indonesia",2021-02-05 02:01:34 (UTC),10.0 km
20302,2.6,"34 km NW of Ninilchik, Alaska",2021-02-05 01:03:04 (UTC),94.5 km
20303,4.3,"169 km SSE of Kokopo, Papua New Guinea",2021-02-05 00:51:02 (UTC),10.0 km
20304,4.3,"6 km ENE of Paracale, Philippines",2021-02-05 00:23:50 (UTC),10.0 km
20305,4.7,"191 km SE of Alo, Wallis and Futuna",2021-02-04 23:57:26 (UTC),10.0 km
20306,4.5,Kermadec Islands region,2021-02-04 23:53:52 (UTC),10.0 km
20307,3.0,"22 km NNE of Luquillo, Puerto Rico",2021-02-04 23:49:52 (UTC),10.0 km
20308,4.8,"52 km SW of Santa Teresa, Philippines",2021-02-04 23:49:49 (UTC),10.0 km
20309,5.0,"112 km SE of Isangel, Vanuatu",2021-02-04 23:48:56 (UTC),40.7 km
20310,4.5,"26 km NE of Sabang Indan, Philippines",2021-02-04 23:30:02 (UTC),10.0 km
20311,4.5,"38 km NE of Sabang Indan, Philippines",2021-02-04 22:08:40 (UTC),10.0 km
20312,5.1,"35 km NE of Paracale, Philippines",2021-02-04 22:00:43 (UTC),10.0 km
20313,4.6,"81 km SW of Kokopo, Papua New Guinea",2021-02-04 20:53:52 (UTC),143.2 km
20314,2.6,"54 km WNW of Happy Valley, Alaska",2021-02-04 19:50:05 (UTC),106.8 km
20315,4.5,"141 km NE of Tual, Indonesia",2021-02-04 19:32:35 (UTC),10.0 km
20316,5.0,"94 km S of Kuril’sk, Russia",2021-02-04 19:27:37 (UTC),82.5 km
20317,4.3,"13 km WSW of Venustiano Carranza (Peña Blanca), Mexico",2021-02-04 18:36:26 (UTC),129.4 km
20318,4.4,"124 km NW of Panguna, Papua New Guinea",2021-02-04 18:30:41 (UTC),144.1 km
20319,4.6,"54 km WSW of Gizo, Solomon Islands",2021-02-04 17:51:41 (UTC),10.0 km
20320,4.2,Fiji region,2021-02-04 17:46:09 (UTC),408.5 km
20321,2.8,"110 km SSE of Sand Point, Alaska",2021-02-04 17:21:58 (UTC),19.2 km
20322,4.5,"181 km WSW of Zangguy, China",2021-02-04 17:02:04 (UTC),93.7 km
20323,4.4,southeast of the Loyalty Islands,2021-02-04 16:15:19 (UTC),10.0 km
20324,4.3,"134 km SSW of Trenggalek, Indonesia",2021-02-04 15:44:52 (UTC),51.1 km
20325,4.5,"95 km S of Singkil, Indonesia",2021-02-04 15:35:14 (UTC),50.7 km
20326,4.5,Chagos Archipelago region,2021-02-04 15:33:02 (UTC),10.0 km
20327,2.7,"225 km SE of Chiniak, Alaska",2021-02-04 14:47:42 (UTC),10.0 km
20328,2.8,"84 km E of Yakutat, Alaska",2021-02-04 14:27:41 (UTC),4.6 km
20329,2.9,"33 km SE of Mina, Nevada",2021-02-04 14:22:51 (UTC),10.9 km
20330,2.7,"101 km SE of Akutan, Alaska",2021-02-04 14:11:18 (UTC),20.8 km
20331,2.7,"13 km SSW of Weston, Colorado",2021-02-04 14:08:38 (UTC),3.5 km
20332,2.6,"90km SSW of Alberto Oviedo Mota, B.C., MX",2021-02-04 14:04:17 (UTC),5.6 km
20333,4.6,Chagos Archipelago region,2021-02-04 13:38:46 (UTC),10.0 km
20334,4.7,Chagos Archipelago region,2021-02-04 13:37:57 (UTC),10.0 km
20335,4.3,Chagos Archipelago region,2021-02-04 13:36:56 (UTC),10.0 km
20336,4.2,Chagos Archipelago region,2021-02-04 13:35:05 (UTC),10.0 km
20337,3.1,"5 km E of La Parguera, Puerto Rico",2021-02-04 12:55:38 (UTC),8.0 km
20338,4.9,southeast of the Loyalty Islands,2021-02-04 12:21:38 (UTC),10.0 km
20339,4.5,southeast of the Loyalty Islands,2021-02-04 12:21:03 (UTC),10.0 km
20340,3.2,"62 km S of False Pass, Alaska",2021-02-04 12:19:12 (UTC),63.9 km
20341,5.7,southeast of the Loyalty Islands,2021-02-04 12:14:26 (UTC),11.0 km
20342,3.7,"13 km NNE of Guaymate, Dominican Republic",2021-02-04 09:37:33 (UTC),154.1 km
20343,4.3,"128 km ESE of Hengchun, Taiwan",2021-02-04 08:31:04 (UTC),10.0 km
20344,2.5,"2 km S of Guánica, Puerto Rico",2021-02-04 08:19:14 (UTC),14.0 km
20345,5.4,"123 km N of Basco, Philippines",2021-02-04 08:14:02 (UTC),10.0 km
20373,4.1,"Maug Islands region, Northern Mariana Islands",2021-02-04 08:10:36 (UTC),10.0 km
20374,2.6,"15km WSW of Petrolia, CA",2021-02-04 08:04:03 (UTC),21.0 km
20375,4.0,"20 km S of Santo Domingo Armenta, Mexico",2021-02-04 07:48:24 (UTC),21.9 km
20376,5.2,"142 km WSW of San Nicolas, Philippines",2021-02-04 07:48:10 (UTC),10.0 km
20377,2.8,"24 km S of Mina, Nevada",2021-02-04 06:39:29 (UTC),6.2 km
20378,2.6,"104 km SSE of Sand Point, Alaska",2021-02-04 06:06:44 (UTC),22.9 km
20379,4.4,South Shetland Islands,2021-02-04 05:57:13 (UTC),10.0 km
20380,4.9,"66 km SE of Kokopo, Papua New Guinea",2021-02-04 05:28:27 (UTC),55.0 km
20381,4.2,"Izu Islands, Japan region",2021-02-04 05:10:11 (UTC),423.0 km
20382,5.1,"104 km NNE of Lobujya, Nepal",2021-02-04 05:06:23 (UTC),10.0 km
20383,2.5,"Kodiak Island region, Alaska",2021-02-04 04:38:38 (UTC),56.3 km
20384,4.3,south of the Kermadec Islands,2021-02-04 04:27:38 (UTC),176.0 km
20385,2.6,"1 km SSW of Sparta, North Carolina",2021-02-04 04:03:04 (UTC),1.5 km
20386,4.2,"17 km ESE of Kitaibaraki, Japan",2021-02-04 03:40:12 (UTC),57.8 km
20387,4.6,"96 km NE of Hihifo, Tonga",2021-02-04 03:28:00 (UTC),10.0 km
20388,2.6,"9 km S of Pole Ojea, Puerto Rico",2021-02-04 03:04:18 (UTC),13.0 km
20389,3.0,"43 km NW of Stanley, Idaho",2021-02-04 02:36:35 (UTC),16.4 km
20390,4.1,"84 km NE of Laikit, Laikit II (Dimembe), Indonesia",2021-02-04 02:14:46 (UTC),10.0 km
20391,4.2,"11 km NW of Mazo Cruz, Peru",2021-02-04 01:57:17 (UTC),194.4 km
20392,4.5,"113 km NW of Insrom, Indonesia",2021-02-04 01:09:29 (UTC),10.0 km
20393,4.4,"139 km WSW of Uyuni, Bolivia",2021-02-04 00:54:00 (UTC),167.3 km
20394,4.4,south of the Kermadec Islands,2021-02-04 00:50:59 (UTC),35.0 km
20395,4.3,southeast of the Loyalty Islands,2021-02-03 23:34:26 (UTC),10.0 km
20396,4.4,southeast of the Loyalty Islands,2021-02-03 23:33:47 (UTC),10.0 km
20397,2.7,"81 km E of Chignik, Alaska",2021-02-03 22:16:38 (UTC),31.3 km
20398,4.9,null,2021-02-03 21:46:40 (UTC),10.0 km
20399,4.6,southeast of Easter Island,2021-02-03 21:26:02 (UTC),10.0 km
20400,4.3,Mariana Islands region,2021-02-03 21:05:17 (UTC),10.0 km
20401,3.1,"6 km E of P?hala, Hawaii",2021-02-03 21:04:45 (UTC),36.0 km
20402,2.6,"175 km SSE of Nikolski, Alaska",2021-02-03 20:30:13 (UTC),10.0 km
20403,2.9,"1 km SW of Quinton, Oklahoma",2021-02-03 20:27:17 (UTC),7.3 km
20404,4.6,northern Mid-Atlantic Ridge,2021-02-03 20:09:09 (UTC),10.0 km
20405,4.2,"38 km W of Taltal, Chile",2021-02-03 19:56:37 (UTC),35.0 km
20406,4.4,"5 km ESE of Lefkímmi, Greece",2021-02-03 19:55:00 (UTC),10.0 km
20407,4.4,"84 km WNW of Kirakira, Solomon Islands",2021-02-03 19:43:45 (UTC),75.5 km
20408,2.8,"54 km SSW of Whites City, New Mexico",2021-02-03 19:37:02 (UTC),2.2 km
20409,4.3,"125 km ENE of Levuka, Fiji",2021-02-03 19:34:01 (UTC),588.6 km
20410,4.0,"54 km ESE of Farkh?r, Afghanistan",2021-02-03 19:30:26 (UTC),199.4 km
20411,4.4,southeast of the Loyalty Islands,2021-02-03 19:29:45 (UTC),10.0 km
20412,3.6,"17 km ESE of Susitna North, Alaska",2021-02-03 19:06:36 (UTC),60.5 km
20413,4.5,"48 km W of Sinabang, Indonesia",2021-02-03 18:33:40 (UTC),10.0 km
20414,4.6,"64 km SE of Gisborne, New Zealand",2021-02-03 17:57:09 (UTC),10.0 km
20415,3.0,"139 km SSE of Sand Point, Alaska",2021-02-03 17:32:21 (UTC),10.0 km
20416,3.1,"77 km N of San Antonio, Puerto Rico",2021-02-03 17:12:13 (UTC),4.0 km
20417,5.3,"59 km NW of Finschhafen, Papua New Guinea",2021-02-03 16:49:11 (UTC),36.9 km
20418,4.2,"51 km SW of Tari, Papua New Guinea",2021-02-03 16:43:20 (UTC),10.0 km
20446,5.0,South Shetland Islands,2021-02-03 16:35:52 (UTC),10.0 km
20447,4.2,"21 km ENE of Miches, Dominican Republic",2021-02-03 16:03:23 (UTC),8.0 km
20448,2.5,"79 km WSW of Akhiok, Alaska",2021-02-03 14:40:34 (UTC),56.6 km
20449,4.5,"65 km E of Leh, India",2021-02-03 14:29:49 (UTC),10.0 km
20450,4.3,"61 km ESE of Farkh?r, Afghanistan",2021-02-03 13:18:54 (UTC),170.0 km
20451,4.1,"24 km ENE of Orcopampa, Peru",2021-02-03 13:00:18 (UTC),126.1 km
20452,2.5,"12 km NW of Stanley, Idaho",2021-02-03 12:55:11 (UTC),8.2 km
20453,2.8,"26 km S of Mina, Nevada",2021-02-03 12:51:02 (UTC),7.9 km
20454,4.2,southeast of the Loyalty Islands,2021-02-03 12:46:23 (UTC),10.0 km
20455,2.5,"30 km WNW of Adak, Alaska",2021-02-03 12:46:21 (UTC),10.0 km
20456,4.4,"69 km NE of Rabaul, Papua New Guinea",2021-02-03 11:50:53 (UTC),482.0 km
20457,4.9,"97 km SE of Sucúa, Ecuador",2021-02-03 11:41:54 (UTC),26.7 km
20458,3.4,"92 km N of San Antonio, Puerto Rico",2021-02-03 11:40:03 (UTC),47.0 km
20459,5.1,"80 km SE of Pangai, Tonga",2021-02-03 11:11:15 (UTC),10.0 km
20460,4.2,southeast of the Loyalty Islands,2021-02-03 10:42:41 (UTC),10.0 km
20461,4.7,"91 km SSW of Puerto El Triunfo, El Salvador",2021-02-03 10:37:28 (UTC),61.8 km
20462,4.9,"240 km SE of Ust’-Kamchatsk Staryy, Russia",2021-02-03 10:20:20 (UTC),10.0 km
20463,2.6,"93 km SW of Atka, Alaska",2021-02-03 10:01:36 (UTC),35.0 km
20464,3.9,"193 km S of Atka, Alaska",2021-02-03 09:58:41 (UTC),10.0 km
20465,5.0,"41 km NNW of Kindia, Guinea",2021-02-03 09:55:06 (UTC),10.0 km
20466,4.2,"2 km ENE of El Arenal, Mexico",2021-02-03 09:52:58 (UTC),95.5 km
20467,2.5,Alaska Peninsula,2021-02-03 09:45:17 (UTC),7.2 km
20468,2.8,"16km E of Ocotillo, CA",2021-02-03 09:42:45 (UTC),9.2 km
20469,2.9,"16km E of Ocotillo, CA",2021-02-03 09:36:55 (UTC),10.8 km
20470,4.0,"256 km E of Levuka, Fiji",2021-02-03 09:26:15 (UTC),536.0 km
20471,3.7,"16km E of Ocotillo, CA",2021-02-03 09:23:36 (UTC),11.2 km
20472,3.8,"12 km NE of Otra Banda, Dominican Republic",2021-02-03 08:56:46 (UTC),145.0 km
20473,4.9,"146 km SW of Empaque Tarriba, Mexico",2021-02-03 08:42:25 (UTC),10.0 km
20474,2.7,"116 km SSE of Sand Point, Alaska",2021-02-03 08:31:32 (UTC),20.7 km
20475,3.1,"28 km ESE of Atka, Alaska",2021-02-03 08:29:55 (UTC),95.3 km
20476,4.9,"36 km S of Mamuju, Indonesia",2021-02-03 08:25:38 (UTC),10.0 km
20477,2.5,"153 km SSE of Sand Point, Alaska",2021-02-03 07:25:03 (UTC),21.7 km
20478,3.4,"6 km SSE of Salvaleón de Higüey, Dominican Republic",2021-02-03 07:25:01 (UTC),9.0 km
20479,2.5,"4 km SSE of Indios, Puerto Rico",2021-02-03 07:23:52 (UTC),14.0 km
20480,4.0,"94 km NNW of Bam, Iran",2021-02-03 07:22:30 (UTC),10.0 km
20481,4.1,Fiji region,2021-02-03 07:13:20 (UTC),635.0 km
20482,3.4,"120 km SSE of Boca de Yuma, Dominican Republic",2021-02-03 07:02:02 (UTC),48.0 km
20483,4.1,"50 km SSE of ?funato, Japan",2021-02-03 06:47:03 (UTC),50.1 km
20484,3.4,"88 km SE of Akutan, Alaska",2021-02-03 05:27:34 (UTC),35.0 km
20485,2.8,south of Alaska,2021-02-03 05:24:14 (UTC),23.5 km
20486,6.7,West Chile Rise,2021-02-03 05:23:43 (UTC),10.0 km
20487,2.6,"3km ESE of Berkeley, CA",2021-02-03 05:12:40 (UTC),9.9 km
20488,4.6,southeast of the Loyalty Islands,2021-02-03 05:03:25 (UTC),10.0 km
20489,2.6,"6 km ESE of La Parguera, Puerto Rico",2021-02-03 04:34:52 (UTC),5.0 km
20490,4.3,"34 km SW of Turt, Mongolia",2021-02-03 04:20:36 (UTC),10.0 km
20491,2.6,"187 km SSE of Unalaska, Alaska",2021-02-03 03:47:28 (UTC),3.0 km
20519,4.4,southeast of the Loyalty Islands,2021-02-03 03:40:24 (UTC),10.0 km
20520,4.4,"4 km W of Solo, Philippines",2021-02-03 03:36:05 (UTC),107.4 km
20521,2.5,"3 km SW of Ely, Nevada",2021-02-03 03:20:42 (UTC),5.0 km
20522,4.4,southeast of the Loyalty Islands,2021-02-03 03:20:14 (UTC),10.0 km
20523,4.4,southeast of the Loyalty Islands,2021-02-03 02:49:30 (UTC),10.0 km
20524,2.9,"10 km NW of Perry, Oklahoma",2021-02-03 02:27:39 (UTC),7.9 km
20525,5.0,southeast of the Loyalty Islands,2021-02-03 01:44:33 (UTC),10.0 km
20526,4.9,southeast of the Loyalty Islands,2021-02-03 01:41:09 (UTC),10.0 km
20527,4.8,"289 km WNW of Haveluloto, Tonga",2021-02-03 01:38:56 (UTC),530.2 km
20528,5.3,southeast of the Loyalty Islands,2021-02-03 00:51:36 (UTC),10.0 km
20529,5.0,southeast of the Loyalty Islands,2021-02-03 00:49:45 (UTC),10.0 km
20530,2.7,"122 km SSE of Sand Point, Alaska",2021-02-03 00:49:17 (UTC),23.7 km
20531,5.6,southeast of the Loyalty Islands,2021-02-03 00:42:20 (UTC),10.0 km
20532,2.7,"76 km NW of Yakutat, Alaska",2021-02-03 00:39:12 (UTC),8.0 km
20533,4.6,southeast of the Loyalty Islands,2021-02-03 00:31:00 (UTC),10.0 km
20534,4.6,southeast of the Loyalty Islands,2021-02-03 00:20:48 (UTC),10.0 km
20535,4.4,southeast of the Loyalty Islands,2021-02-03 00:11:39 (UTC),10.0 km
20536,4.3,southeast of the Loyalty Islands,2021-02-03 00:11:02 (UTC),10.0 km
20537,5.4,southeast of the Loyalty Islands,2021-02-03 00:05:33 (UTC),10.0 km
20538,5.2,southeast of the Loyalty Islands,2021-02-03 00:00:06 (UTC),10.0 km
20539,5.8,southeast of the Loyalty Islands,2021-02-02 23:58:34 (UTC),9.0 km
20540,4.9,southeast of the Loyalty Islands,2021-02-02 23:50:42 (UTC),10.0 km
20541,4.5,southeast of the Loyalty Islands,2021-02-02 23:44:42 (UTC),10.0 km
20542,4.3,"47 km SW of Kroya, Indonesia",2021-02-02 23:39:36 (UTC),106.2 km
20543,4.6,southeast of the Loyalty Islands,2021-02-02 23:37:11 (UTC),10.0 km
20544,4.5,"77 km WNW of San Juan, Peru",2021-02-02 22:57:54 (UTC),10.0 km
20545,2.7,"100 km SSE of Sand Point, Alaska",2021-02-02 22:32:07 (UTC),25.1 km
20546,4.3,"12 km NNW of To‘rqao‘rg‘on, Uzbekistan",2021-02-02 22:03:47 (UTC),10.0 km
20547,3.4,"100 km SSW of Pole Ojea, Puerto Rico",2021-02-02 21:54:28 (UTC),7.0 km
20548,4.3,"209 km SE of Pondaguitan, Philippines",2021-02-02 21:50:32 (UTC),104.6 km
20549,5.8,"141 km NNE of Ba, Fiji",2021-02-02 20:49:27 (UTC),10.0 km
20550,4.2,Kermadec Islands region,2021-02-02 20:21:32 (UTC),217.2 km
20551,3.1,"37 km SW of Dry Creek, Alaska",2021-02-02 19:42:08 (UTC),8.0 km
20552,4.9,"180 km SE of Hihifo, Tonga",2021-02-02 19:15:20 (UTC),10.0 km
20553,4.6,"106 km NNW of Nuku‘alofa, Tonga",2021-02-02 18:21:02 (UTC),10.0 km
20554,2.7,"84 km SSE of Igiugig, Alaska",2021-02-02 17:54:54 (UTC),139.2 km
20555,2.6,"3 km S of Maria Antonia, Puerto Rico",2021-02-02 17:46:05 (UTC),8.0 km
20556,2.8,"17 km ENE of Pope-Vannoy Landing, Alaska",2021-02-02 17:46:00 (UTC),168.9 km
20557,4.0,"76 km NNE of Skardu, Pakistan",2021-02-02 17:34:06 (UTC),23.4 km
20558,4.1,null,2021-02-02 17:24:35 (UTC),10.0 km
20559,4.2,"162 km SE of Pondaguitan, Philippines",2021-02-02 17:11:05 (UTC),117.7 km
20560,3.1,"95 km E of Nikolski, Alaska",2021-02-02 16:52:10 (UTC),35.0 km
20561,4.5,"52 km NE of Chitre, Nepal",2021-02-02 16:14:13 (UTC),29.4 km
20562,4.4,"45 km ENE of Port-Vila, Vanuatu",2021-02-02 14:53:13 (UTC),153.6 km
20563,4.3,"185 km SSE of Sarangani, Philippines",2021-02-02 14:49:33 (UTC),45.8 km
20564,4.7,"181 km SE of Sarangani, Philippines",2021-02-02 14:45:00 (UTC),39.9 km
20592,5.2,"191 km SE of Sarangani, Philippines",2021-02-02 14:37:39 (UTC),45.6 km
20593,4.3,"87 km SW of Panguna, Papua New Guinea",2021-02-02 14:34:00 (UTC),8.7 km
20594,2.8,"193 km S of Adak, Alaska",2021-02-02 13:50:01 (UTC),10.0 km
20595,2.6,"99 km SSE of Sand Point, Alaska",2021-02-02 13:35:11 (UTC),10.0 km
20596,3.4,"78 km NNW of San Antonio, Puerto Rico",2021-02-02 13:33:33 (UTC),68.0 km
20597,2.7,"121 km SW of Adak, Alaska",2021-02-02 13:29:49 (UTC),30.3 km
20598,3.8,"72 km N of San Antonio, Puerto Rico",2021-02-02 13:28:35 (UTC),7.0 km
20599,2.6,"102 km SSE of Sand Point, Alaska",2021-02-02 11:24:49 (UTC),18.2 km
20600,2.9,"39 km SE of Mina, Nevada",2021-02-02 10:35:26 (UTC),9.9 km
20601,2.5,"8 km WSW of Guánica, Puerto Rico",2021-02-02 10:17:36 (UTC),11.0 km
20602,4.0,"220 km SSW of Nikolski, Alaska",2021-02-02 10:16:42 (UTC),10.0 km
20603,3.0,"18 km NNW of Camuy, Puerto Rico",2021-02-02 10:15:03 (UTC),96.0 km
20604,2.6,"113 km SSE of Sand Point, Alaska",2021-02-02 09:33:59 (UTC),21.0 km
20605,4.2,"32 km ENE of Orcopampa, Peru",2021-02-02 09:01:57 (UTC),147.2 km
20606,4.4,"193 km S of Kokopo, Papua New Guinea",2021-02-02 08:37:02 (UTC),44.0 km
20607,4.7,South Sandwich Islands region,2021-02-02 08:26:59 (UTC),10.0 km
20608,4.9,"114 km ESE of Hihifo, Tonga",2021-02-02 08:05:13 (UTC),10.0 km
20609,2.9,"99 km SSE of Sand Point, Alaska",2021-02-02 07:31:50 (UTC),16.2 km
20610,4.4,"43 km SSW of Isangel, Vanuatu",2021-02-02 07:05:20 (UTC),79.2 km
20611,4.3,"45 km S of Jurm, Afghanistan",2021-02-02 06:44:14 (UTC),123.1 km
20612,2.8,"101 km W of Indianola, California",2021-02-02 06:10:57 (UTC),10.0 km
20613,2.5,"2 km SSE of Indios, Puerto Rico",2021-02-02 05:46:05 (UTC),11.0 km
20614,2.7,"3 km SE of P?hala, Hawaii",2021-02-02 05:43:57 (UTC),36.3 km
20615,2.5,"30 km NW of Stanley, Idaho",2021-02-02 04:38:24 (UTC),16.8 km
20616,4.8,"61 km NNE of Tobelo, Indonesia",2021-02-02 04:35:59 (UTC),89.2 km
20617,4.1,"93 km SSE of Lethem, Guyana",2021-02-02 04:26:31 (UTC),10.0 km
20618,4.2,"33 km SE of Jurm, Afghanistan",2021-02-02 03:45:51 (UTC),253.8 km
20619,4.4,"4 km S of Tinajas 1ra. Sección, Mexico",2021-02-02 03:17:28 (UTC),75.9 km
20620,4.4,"209 km SSE of Amahai, Indonesia",2021-02-02 03:08:31 (UTC),203.6 km
20621,3.1,"59 km SSW of Whites City, New Mexico",2021-02-02 03:03:23 (UTC),7.9 km
20622,4.1,"38 km SSE of Khorugh, Tajikistan",2021-02-02 02:52:43 (UTC),141.1 km
20623,2.8,"65 km N of Tierras Nuevas Poniente, Puerto Rico",2021-02-02 02:41:52 (UTC),25.0 km
20624,5.0,"110 km NNE of Lobujya, Nepal",2021-02-02 02:31:13 (UTC),8.7 km
20625,2.9,"126 km W of Ferndale, California",2021-02-02 02:21:28 (UTC),10.0 km
20626,2.8,"113 km SSE of Old Harbor, Alaska",2021-02-02 02:06:02 (UTC),4.9 km
20627,2.7,"178 km WSW of Nikolski, Alaska",2021-02-02 01:38:05 (UTC),35.0 km
20628,4.2,"23 km SSW of Ashk?sham, Afghanistan",2021-02-02 01:16:44 (UTC),94.5 km
20629,4.1,"170 km S of Beira, Mozambique",2021-02-02 01:06:02 (UTC),10.0 km
20630,2.9,"32 km NW of San Antonio, Puerto Rico",2021-02-02 00:25:19 (UTC),13.0 km
20631,4.1,"13 km SSE of Fern Forest, Hawaii",2021-02-02 00:13:09 (UTC),6.3 km
20632,4.5,"9 km SSE of Gemerek, Turkey",2021-02-02 00:02:45 (UTC),10.0 km
20633,4.5,"179 km S of Beira, Mozambique",2021-02-01 23:51:53 (UTC),10.0 km
20634,4.7,"7 km SW of Dapa, Philippines",2021-02-01 22:31:08 (UTC),10.0 km
20635,4.1,"214 km NE of Lospalos, Timor Leste",2021-02-01 21:32:47 (UTC),165.0 km
20636,3.2,"5 km SE of Indios, Puerto Rico",2021-02-01 21:17:58 (UTC),12.0 km
20637,4.6,"26 km SSE of Puerto San José, Guatemala",2021-02-01 20:53:19 (UTC),83.7 km
20665,4.8,"14 km SW of Polichnítos, Greece",2021-02-01 20:46:15 (UTC),10.0 km
20666,2.7,"83 km SE of King Cove, Alaska",2021-02-01 20:17:06 (UTC),35.0 km
20667,2.8,"Mining Explosion 13 km ESE of Wright, Wyoming",2021-02-01 20:13:14 (UTC),0.0 km
20668,2.8,"4 km W of Lucien, Oklahoma",2021-02-01 19:49:10 (UTC),7.5 km
20669,2.8,"Mining Explosion 33 km NE of Ranchester, Wyoming",2021-02-01 19:27:20 (UTC),0.0 km
20670,2.9,"51 km N of Brenas, Puerto Rico",2021-02-01 18:53:20 (UTC),34.0 km
20671,4.2,South Sandwich Islands region,2021-02-01 18:51:00 (UTC),42.4 km
20672,4.8,"109 km N of Tual, Indonesia",2021-02-01 18:32:57 (UTC),10.0 km
20673,4.5,"130 km NNE of Uribia, Colombia",2021-02-01 18:26:19 (UTC),10.0 km
20674,2.8,"85 km ESE of Adak, Alaska",2021-02-01 18:15:40 (UTC),35.0 km
20675,2.6,Alaska Peninsula,2021-02-01 17:50:20 (UTC),35.0 km
20676,4.2,"53 km SSW of Chirilagua, El Salvador",2021-02-01 17:29:16 (UTC),52.4 km
20677,2.6,"74 km SSE of Sand Point, Alaska",2021-02-01 17:28:19 (UTC),35.0 km
20678,4.6,"214 km SE of Pondaguitan, Philippines",2021-02-01 17:14:48 (UTC),111.8 km
20679,2.8,"252 km WSW of Adak, Alaska",2021-02-01 17:12:53 (UTC),35.0 km
20680,4.3,"35 km E of Chipinge, Zimbabwe",2021-02-01 16:55:28 (UTC),10.0 km
20681,4.4,"eastern New Guinea region, Papua New Guinea",2021-02-01 15:59:50 (UTC),66.3 km
20682,3.7,south of Alaska,2021-02-01 15:49:28 (UTC),33.4 km
20683,4.7,"22 km NNW of Finschhafen, Papua New Guinea",2021-02-01 15:34:05 (UTC),52.2 km
20684,4.8,Pacific-Antarctic Ridge,2021-02-01 15:29:28 (UTC),10.0 km
20685,3.4,"56 km S of Whites City, New Mexico",2021-02-01 15:27:29 (UTC),5.0 km
20686,4.2,"18 km SE of San Antonio, Peru",2021-02-01 15:20:18 (UTC),119.8 km
20687,4.8,east of the South Sandwich Islands,2021-02-01 15:18:25 (UTC),10.0 km
20688,2.6,"4 km E of La Parguera, Puerto Rico",2021-02-01 14:55:27 (UTC),9.0 km
20689,2.5,"22 km WNW of Volcano, Hawaii",2021-02-01 14:42:19 (UTC),3.5 km
20690,4.5,"72 km ENE of Hihifo, Tonga",2021-02-01 14:25:05 (UTC),10.0 km
20691,2.5,"115 km SSE of Sand Point, Alaska",2021-02-01 14:18:53 (UTC),21.4 km
